frame;x;y
1547;251.4;510.6
1548;255.6;507.9
1549;251.8;500.7
1550;253.9;497.7
1551;257.4;495.3
1552;257.3;491.3
1553;257.3;492.7
1554;253.9;496.1
1555;246.9;496.6
1556;245.6;494.8
1557;245.2;494.7
1558;245.5;494.0
1559;242.9;490.9
1560;247.6;484.6
1561;249.4;483.0
1562;247.8;481.8
1563;245.3;485.6
1564;247.8;486.2
1565;250.0;485.4
1566;251.0;484.6
1567;250.1;482.5
1568;250.9;478.8
1569;252.3;477.6
1570;253.0;481.1
1571;253.0;479.4
1572;256.1;480.8
1573;253.9;480.9
1574;250.8;481.5
1575;250.4;481.2
1576;249.4;480.3
1577;253.6;479.0
1578;256.4;481.7
1579;255.6;481.2
1580;258.1;482.0
1581;260.1;484.5
1582;258.5;488.0
1583;256.0;488.9
1584;250.2;486.3
1585;250.1;487.2
1586;256.1;494.0
1587;258.2;496.9
1588;259.1;496.4
1589;256.3;497.2
1590;254.1;496.8
1591;252.7;492.6
1592;252.0;490.5
1593;251.5;488.0
1594;253.6;485.6
1595;251.1;484.1
1596;252.3;482.1
1597;252.4;484.2
1598;249.3;483.3
1599;251.6;480.7
1600;246.9;476.9
1601;241.0;476.9
1602;237.8;475.5
1603;238.5;482.4
1604;234.6;481.7
1605;229.9;483.4
1606;229.4;480.2
1607;226.5;479.8
1608;224.8;480.9
1609;224.6;478.7
1610;224.9;481.2
1611;227.6;486.3
1612;226.6;491.3
1613;226.9;492.0
1614;226.5;490.1
1615;230.3;485.3
1616;231.0;479.4
1617;231.9;474.1
1618;230.3;477.0
1619;233.7;476.4
1620;231.2;476.6
1621;231.6;474.3
1622;229.6;473.1
1623;230.8;471.0
1624;228.3;468.5
1625;226.5;463.7
1626;224.5;461.6
1627;227.1;459.2
1628;225.2;458.0
1629;220.8;457.0
1630;217.8;457.2
1631;213.3;451.8
1632;214.1;454.9
1633;215.2;456.1
1634;215.6;454.3
1635;214.2;456.3
1636;218.0;459.8
1637;219.2;454.8
1638;222.7;450.3
1639;224.5;441.6
1640;228.2;437.7
1641;225.6;435.6
1642;230.2;433.0
1643;233.9;432.0
1644;231.6;434.1
1645;230.0;432.6
1646;233.5;436.0
1647;238.9;434.9
1648;239.1;437.7
1649;239.0;441.8
1650;232.0;442.7
1651;229.4;441.5
1652;230.9;438.1
1653;235.0;440.7
1654;234.8;434.3
1655;234.1;432.0
1656;231.6;433.2
1657;232.5;432.3
1658;232.8;426.1
1659;229.2;420.9
1660;225.8;421.8
1661;220.8;419.6
1662;219.0;421.9
1663;216.8;421.1
1664;209.4;420.8
1665;205.7;418.1
1666;202.4;414.5
1667;200.1;416.7
1668;197.2;419.2
1669;196.4;422.2
1670;191.8;427.1
1671;193.8;425.1
1672;194.6;428.3
1673;192.6;426.6
1674;191.1;428.2
1675;192.4;427.2
1676;191.2;424.5
1677;195.0;421.3
1678;196.5;419.5
1679;196.4;418.0
1680;200.8;424.9
1681;202.5;424.4
1682;202.8;423.4
1683;198.8;417.7
1684;198.3;412.1
1685;195.2;412.3
1686;198.7;411.7
1687;199.5;409.5
1688;198.6;408.6
1689;195.5;410.4
1690;197.2;413.0
1691;201.6;409.1
1692;200.1;411.2
1693;198.1;407.6
1694;194.2;405.5
1695;195.7;404.0
1696;199.1;406.3
1697;198.8;405.9
1698;194.8;402.4
1699;197.3;404.7
1700;193.3;403.6
1701;193.7;403.5
1702;197.5;400.6
1703;197.9;400.4
1704;199.2;401.5
1705;199.6;401.7
1706;202.6;403.7
1707;203.8;399.8
1708;204.7;395.5
1709;200.5;394.2
1710;198.7;386.0
1711;192.8;387.7
1712;193.2;388.5
1713;190.7;389.9
1714;191.8;386.1
1715;189.3;389.6
1716;190.1;393.9
1717;188.7;392.1
1718;189.9;390.6
1719;189.7;389.7
1720;188.3;386.9
1721;188.9;386.2
1722;190.4;386.9
1723;193.4;388.2
1724;194.0;387.3
1725;193.5;390.2
1726;193.1;383.2
1727;193.4;383.7
1728;193.3;383.5
1729;192.7;379.7
1730;190.4;376.9
1731;191.4;372.6
1732;190.2;375.5
1733;188.0;379.0
1734;197.1;378.1
1735;196.6;371.7
1736;196.7;372.8
1737;195.1;376.7
1738;196.2;379.0
1739;195.4;381.3
1740;195.0;384.2
1741;190.9;381.7
1742;189.7;387.9
1743;189.1;385.0
1744;188.3;383.3
1745;184.6;382.3
1746;186.0;383.5
1747;185.3;381.0
1748;186.4;380.1
1749;186.3;377.5
1750;182.4;374.9
1751;180.5;378.3
1752;177.1;376.5
1753;176.1;375.1
1754;177.8;375.8
1755;177.9;377.8
1756;176.5;375.4
1757;171.9;373.0
1758;169.0;369.2
1759;167.4;366.1
1760;167.9;365.8
1761;167.7;365.2
1762;167.1;366.5
1763;164.3;362.6
1764;165.4;362.2
1765;163.6;364.1
1766;161.5;368.8
1767;159.4;367.9
1768;160.0;367.3
1769;164.7;368.4
1770;167.6;370.9
1771;165.8;369.9
1772;165.3;365.8
1773;162.3;361.9
1774;156.2;358.2
1775;155.5;358.0
1776;154.5;359.2
1777;153.1;357.7
1778;151.7;360.0
1779;153.7;361.7
1780;153.7;363.1
1781;152.8;358.2
1782;145.2;356.3
1783;142.7;357.1
1784;145.2;355.0
1785;143.5;352.5
1786;143.5;351.7
1787;140.1;352.0
1788;145.2;346.7
1789;143.9;342.6
1790;143.1;342.3
1791;141.0;338.5
1792;141.9;337.7
1793;137.1;338.7
1794;134.4;333.9
1795;131.2;337.6
1796;130.5;341.0
1797;129.5;339.0
1798;125.9;335.5
1799;124.9;334.0
1800;120.6;333.5
1801;121.0;332.2
1802;123.6;334.9
1803;125.0;335.3
1804;119.4;332.4
1805;118.9;332.2
1806;119.7;325.9
1807;123.2;327.3
1808;118.8;328.1
1809;122.7;325.9
1810;127.4;323.4
1811;128.0;323.8
1812;123.4;327.5
1813;121.2;324.2
1814;119.7;322.3
1815;123.4;323.2
1816;122.4;324.3
1817;121.9;329.2
1818;121.6;334.2
1819;123.2;337.4
1820;123.2;333.9
1821;125.2;332.2
1822;126.9;332.4
1823;128.4;333.7
1824;127.1;335.4
1825;125.3;336.0
1826;125.1;335.7
1827;124.7;337.4
1828;125.5;338.4
1829;127.2;342.0
1830;128.9;342.9
1831;128.7;344.0
1832;123.5;343.5
1833;121.6;342.4
1834;120.7;340.3
1835;120.3;336.6
1836;118.6;334.8
1837;117.5;336.8
1838;121.5;339.2
1839;116.8;335.6
1840;115.0;331.8
1841;113.3;329.8
1842;111.8;327.2
1843;107.4;322.6
1844;104.0;324.2
1845;104.6;327.0
1846;107.4;329.1
